status,reason,overlap_pct,municipality,district,county,fgb_area
matched,overlap_100.0pct,100.0,Essex Junction,Residential - Office,Chittenden,1.3681664792599643e-05
matched,overlap_100.0pct,100.0,Essex Junction,Multi-Family Residential 3,Chittenden,1.0781328427890419e-05
matched,overlap_100.0pct,100.0,Essex Junction,Multi-Family Residential 1,Chittenden,5.089309948358692e-05
matched,overlap_100.0pct,100.0,Essex Junction,Residential 1,Chittenden,0.0002422764102852063
matched,overlap_100.0pct,100.0,Essex Junction,Planned Exposition,Chittenden,5.447364774660875e-05
matched,overlap_100.0pct,100.0,Essex Junction,Mult-Family Residential 2,Chittenden,6.41971215833316e-06
matched,overlap_100.0pct,100.0,Essex Junction,Transit Oriented Development,Chittenden,1.2132975297627065e-05
matched,overlap_100.0pct,100.0,Essex Junction,Multi-Family/Mixed-Use-2 District,Chittenden,7.037306698048899e-06
matched,overlap_99.4pct,99.38,Essex,Mixed Use,Chittenden,2.8567086004675413e-05
matched,overlap_100.0pct,100.0,Essex Junction,Open Space District,Chittenden,4.6960707677472074e-05
matched,overlap_100.0pct,100.0,Essex Junction,Village Center,Chittenden,1.4718969842260751e-05
matched,overlap_100.0pct,100.0,Essex Junction,Mixed Commercial Use District,Chittenden,1.4978367454469985e-05
matched,overlap_100.0pct,100.0,Essex Junction,Flood Plain,Chittenden,0.0001248428611161052
matched,overlap_100.0pct,100.0,Essex Junction,Residential 2,Chittenden,0.00022519255876806085
matched,overlap_99.7pct,99.67,Williston,Gateway North Zoning District,Chittenden,3.682439484805187e-05
matched,overlap_100.0pct,100.0,Essex Junction,Light Industrial,Chittenden,0.00011177508193592361
matched,overlap_99.4pct,99.42,Williston,Business Park Zoning District,Chittenden,3.0151628464068882e-05
matched,overlap_99.5pct,99.54,Williston,Taft Corners Downtown Zoning District,Chittenden,0.0001344777527441302
matched,overlap_99.5pct,99.45,Williston,Mixed Use - Commercial Zoning District,Chittenden,6.385961399935888e-05
matched,overlap_98.3pct,98.33,Williston,Industrial West Zoning District,Chittenden,0.00047873874008745024
missing,no_key_match,,South Burlington,Airport Industrial District,Chittenden,0.00021976573831593188
missing,no_key_match,,South Burlington,Mixed Industrial And Commercial District,Chittenden,0.000510437980682314
missing,no_key_match,,South Burlington,Commercial 1 with Limited Retail District,Chittenden,1.8707755434090065e-05
missing,no_key_match,,South Burlington,Commercial 1 with Airport-Related Uses District,Chittenden,6.753763040742422e-06
missing,no_key_match,,South Burlington,Airport Approach Corridors Overlay District,Chittenden,0.0003409199772845623
missing,no_key_match,,South Burlington,Residential 7 - Neighborhood Commercial District,Chittenden,5.8129291254468824e-05
missing,no_key_match,,South Burlington,Residential 1 with Planned Unit Development District,Chittenden,5.3295883896161284e-05
missing,no_key_match,,South Burlington,River Corridor Overlay District,Chittenden,0.00046986626349141927
missing,no_key_match,,South Burlington,Transit Overlay District,Chittenden,0.0012708364241561594
missing,no_key_match,,South Burlington,Traffic Overlay District,Chittenden,0.0003544327756572637
missing,no_key_match,,South Burlington,Habitat Block Overlay District,Chittenden,0.0008902669164479867
missing,no_key_match,,South Burlington,Floodplain Overlay District,Chittenden,0.0003127885581139722
missing,no_key_match,,South Burlington,Commercial 1 District,Chittenden,0.0001564376906819605
missing,no_key_match,,South Burlington,Residential 4 District,Chittenden,0.0005890381915039946
missing,no_key_match,,South Burlington,Residential 12 District,Chittenden,4.722590232653888e-05
missing,no_key_match,,South Burlington,Residential 7 District,Chittenden,0.0001250605635532854
missing,no_key_match,,South Burlington,Transect Zone 3 - City Center,Chittenden,3.809021322031892e-06
missing,no_key_match,,South Burlington,Interstate Highway Overlay District,Chittenden,0.00016237587034597888
missing,no_key_match,,South Burlington,Transect Zone 3 Plus - City Center,Chittenden,6.62018538286981e-06
missing,no_key_match,,South Burlington,Transect Zone 5 City Center,Chittenden,7.188805726114532e-06
missing,no_key_match,,South Burlington,Transect Zone 4 Urban Multi-Use,Chittenden,0.00014702892542061598
missing,no_key_match,,South Burlington,Airport District,Chittenden,0.00014428696081634774
matched,overlap_100.0pct,100.0,Winooski,Downtown Core,Chittenden,6.459333393179248e-06
matched,overlap_100.0pct,100.0,Winooski,Residential B,Chittenden,4.9238871454923576e-05
matched,overlap_100.0pct,100.0,Winooski,Gateway District,Chittenden,4.5517470416801465e-05
matched,overlap_100.0pct,100.0,Winooski,Industrial,Chittenden,3.50711074590495e-05
matched,overlap_100.0pct,100.0,Winooski,Public,Chittenden,4.662631353827554e-06
matched,overlap_100.0pct,100.0,Winooski,Residential A,Chittenden,4.793847733343495e-05
matched,overlap_100.0pct,100.0,Winooski,General Commercial,Chittenden,4.947232181140454e-05
matched,overlap_98.2pct,98.23,Colchester,Business,Chittenden,0.00018892804314248212
matched,overlap_99.2pct,99.24,Colchester,General Development 2,Chittenden,0.0005042886187445107
matched,overlap_98.3pct,98.26,Essex,Historic Preservation - Design Control,Chittenden,4.17958977871974e-06
matched,overlap_100.0pct,100.0,Essex Junction,Planned Agriculture,Chittenden,0.00018455842798947449
matched,overlap_100.0pct,100.0,Essex Junction,Highway - Arterial,Chittenden,5.425009139449049e-06
matched,overlap_100.0pct,100.0,Essex Junction,Multi-Family/Mixed-Use-1 District,Chittenden,7.23044744860796e-06
matched,overlap_99.5pct,99.46,Essex,Retail - Business,Chittenden,4.5399713826659285e-05
matched,overlap_98.4pct,98.44,Colchester,Commercial,Chittenden,9.304198888362084e-05
matched,overlap_99.3pct,99.34,Colchester,Industrial,Chittenden,0.00026112848276698433
matched,overlap_99.3pct,99.26,Colchester,General Development 3,Chittenden,0.00011473694242356412
matched,overlap_99.8pct,99.8,Colchester,Agricultural,Chittenden,0.001504487933334917
matched,overlap_99.7pct,99.7,Colchester,Residential Ten,Chittenden,0.0004090103143802043
matched,overlap_99.8pct,99.76,Colchester,Residential Five,Chittenden,0.0006277845043375675
matched,overlap_99.9pct,99.87,Colchester,General Development 4,Chittenden,0.00027777724843169773
matched,overlap_99.5pct,99.46,Essex,Open Recreation,Chittenden,6.913117881696789e-05
matched,overlap_98.8pct,98.79,Essex,Floodplain,Chittenden,0.001075151175634421
matched,overlap_99.7pct,99.65,Essex,Low Density Residential,Chittenden,0.0005824186050772743
matched,overlap_99.5pct,99.51,Essex,Agricultural - Residential,Chittenden,0.0030145515642812657
matched,overlap_99.5pct,99.55,Milton,Forestry/Conservation/Scenic Ridgeline District,Chittenden,0.001575232693956877
matched,overlap_99.4pct,99.43,Milton,Main Street District,Chittenden,1.5651341875045122e-05
matched,overlap_99.9pct,99.9,Milton,Industrial Conservation District,Chittenden,0.0003082390927374631
matched,overlap_99.7pct,99.74,Milton,Light Industrial District,Chittenden,2.3638471184325585e-05
matched,overlap_98.7pct,98.72,Milton,Historic Neighborhood Center District,Chittenden,8.75423475055639e-06
matched,overlap_99.5pct,99.52,Milton,Old Towne Residential District,Chittenden,0.00035480052488097994
matched,overlap_99.3pct,99.34,Milton,Old Towne Residential/Commercial District,Chittenden,3.107244894532869e-05
matched,overlap_99.3pct,99.35,Milton,Milton Crossroads Marketplace Center District,Chittenden,2.1631293525488475e-05
matched,overlap_99.8pct,99.82,Milton,Milton Crossroads Marketplace West District,Chittenden,4.1984336015940695e-05
matched,overlap_99.5pct,99.46,Milton,Downtown Business District,Chittenden,4.422356138969543e-05
matched,overlap_99.6pct,99.62,Milton,Low Density Residential District,Chittenden,0.0006704122865872086
matched,overlap_98.5pct,98.53,Milton,Beaverbrook Residential District,Chittenden,0.00014616213608138404
matched,overlap_99.8pct,99.77,Milton,Milton Crossroads Marketplace Municipal/Recreation District,Chittenden,0.0001549634921524178
matched,overlap_99.7pct,99.7,Milton,Checkerberry Residential District,Chittenden,9.171695742390712e-05
matched,overlap_99.4pct,99.37,Milton,General Industrial District,Chittenden,0.0003119102443073113
matched,overlap_100.0pct,99.97,Milton,Interstate Commercial District,Chittenden,2.1305682748100975e-05
matched,overlap_99.2pct,99.18,Milton,Checkerberry Neighborhood Center District,Chittenden,1.9008812033262133e-05
matched,overlap_99.6pct,99.61,Milton,Checkerberry Commercial District,Chittenden,5.0863919128171025e-05
matched,overlap_99.7pct,99.66,Milton,Agricultural/Rural Residential District,Chittenden,0.00862830311944921
matched,overlap_97.8pct,97.76,Milton,Medium Density Residential District,Chittenden,0.00046784119198333747
matched,overlap_98.9pct,98.93,Georgia,Residential High Density,Franklin,0.0007037871138182864
matched,overlap_96.0pct,95.97,Milton,Shoreland Residential District,Chittenden,0.00037661559850762867
matched,overlap_99.7pct,99.73,Georgia,Flood Hazard Overlay,Franklin,0.0023664454565319325
matched,overlap_99.6pct,99.64,Georgia,Industrial,Franklin,0.00016529696258447363
matched,overlap_99.4pct,99.44,Milton,Transitional Residential District,Chittenden,0.0004027918018761831
matched,overlap_99.6pct,99.57,Georgia,South Village,Franklin,5.178457160224983e-05
matched,overlap_97.8pct,97.83,Georgia,Commercial/Light Industrial,Franklin,5.238339179932384e-05
matched,overlap_99.7pct,99.69,Georgia,Recreational,Franklin,0.0011481403497747413
matched,overlap_99.8pct,99.77,Georgia,Natural Areas,Franklin,0.0005699371310344538
matched,overlap_100.0pct,100.0,Fairfax,Recreation,Franklin,5.716876330637151e-05
matched,overlap_100.0pct,100.0,Fairfax,Rural,Franklin,0.007788072833013594
matched,overlap_100.0pct,100.0,Fairfax,Growth Center,Franklin,0.00019529079947634996
matched,overlap_100.0pct,100.0,Westford,Rural 10 District,Chittenden,0.00954400091913924
matched,overlap_100.0pct,100.0,Westford,Flood Hazard Overlay,Chittenden,0.00019778427488559186
matched,overlap_100.0pct,100.0,Westford,Water Resources Overlay,Chittenden,0.0018754737596287526
matched,overlap_100.0pct,100.0,Westford,Transect 3,Chittenden,7.587344953349541e-05
matched,overlap_100.0pct,100.0,Westford,Village District,Chittenden,0.0002397711861768604
matched,overlap_100.0pct,100.0,Westford,Transect 2,Chittenden,0.0001828155042948572
matched,overlap_100.0pct,100.0,Westford,Transect 1,Chittenden,1.4161020203225552e-06
matched,overlap_100.0pct,100.0,Westford,Common District,Chittenden,3.260070450692956e-05
matched,overlap_100.0pct,100.0,Westford,Transect 5,Chittenden,2.4137098563890876e-06
matched,overlap_100.0pct,100.0,Westford,Transect 4,Chittenden,9.923647991472803e-06
matched,overlap_100.0pct,100.0,Fairfax,Mixed Use,Franklin,9.950170383563734e-05
matched,overlap_100.0pct,100.0,Fairfax,Residential,Franklin,0.0010389060047198825
matched,overlap_100.0pct,100.0,Westford,Rural 3 District,Chittenden,0.00033902811904495305
matched,overlap_100.0pct,100.0,Westford,Rural 5 District,Chittenden,0.0010522652815768447
matched,overlap_100.0pct,100.0,Fairfax,Conservation,Franklin,0.002209704649641715
matched,overlap_100.0pct,100.0,Fairfax,Flood Hazard Overlay,Franklin,0.0007248228824019322
matched,overlap_100.0pct,100.0,Fairfield,Fairfield Pond And Swamp,Franklin,0.0012680387885555407
matched,overlap_100.0pct,100.0,Fairfield,Agricultural,Franklin,0.012947419378340201
matched,overlap_100.0pct,100.0,Fairfield,Flood Hazard Area Overlay,Franklin,0.0010386420697951146
matched,overlap_99.6pct,99.57,Sheldon,Source Protection Overlay,Franklin,6.710832585312982e-05
matched,overlap_99.6pct,99.58,Sheldon,Village District,Franklin,0.000220558710575121
matched,overlap_99.4pct,99.36,Sheldon,Industrial/Commercial,Franklin,8.160319739094922e-05
matched,overlap_100.0pct,100.0,Highgate,Forest Reserve,Franklin,0.0016890186037469212
matched,overlap_100.0pct,100.0,Highgate,Medium Density Residential,Franklin,0.0025823101923109254
matched,overlap_100.0pct,100.0,Highgate,Agricultural,Franklin,0.00706403530999983
matched,overlap_100.0pct,100.0,Highgate,Protected Area,Franklin,0.000915703168512047
matched,overlap_100.0pct,100.0,Highgate,Flood Hazard Overlay,Franklin,0.004721123932343965
matched,overlap_100.0pct,100.0,Highgate,Village,Franklin,0.0004757487252932882
matched,overlap_100.0pct,100.0,Swanton,Agricultural/Residential,Franklin,0.007716324437220441
matched,overlap_100.0pct,100.0,Swanton,Flood Hazard Overlay,Franklin,0.007120096589506816
matched,overlap_100.0pct,100.0,Swanton,Recreation/Conservation,Franklin,0.0011495733340248192
matched,overlap_100.0pct,100.0,Swanton,Commercial/Light Industrial,Franklin,4.901119715431761e-05
matched,overlap_100.0pct,100.0,Swanton,Residential,Franklin,0.00024773593839486763
matched,overlap_100.0pct,100.0,Swanton,Neighborhood Commercial Light,Franklin,3.965684501023334e-05
matched,overlap_100.0pct,100.0,Swanton,Industrial,Franklin,0.0005191549424548656
matched,overlap_100.0pct,100.0,Swanton,Travel Service Area,Franklin,1.3210073524455757e-05
matched,overlap_100.0pct,100.0,Highgate,Airport Overlay,Franklin,0.0002441888135966739
matched,overlap_100.0pct,100.0,Highgate,Industrial Commercial,Franklin,0.0006191416538530912
matched,overlap_100.0pct,100.0,Highgate,Shoreline,Franklin,0.0001351494408405354
matched,overlap_100.0pct,100.0,Swanton,Federal Land,Franklin,1.0494295796720657e-05
matched,overlap_100.0pct,100.0,Swanton,Neighborhood Commercial,Franklin,6.870761651114043e-05
matched,overlap_100.0pct,100.0,Highgate,Native American Sites Overlay,Franklin,0.00011836406808695069
matched,overlap_100.0pct,100.0,Swanton,Native American Sites Overlay,Franklin,3.81909136521224e-05
matched,overlap_100.0pct,100.0,Swanton,Shoreland River,Franklin,2.047201356869165e-05
matched,overlap_100.0pct,100.0,Swanton,Central Business,Franklin,1.2949949110218682e-05
matched,overlap_100.0pct,100.0,Swanton,Moderate Density Residential,Franklin,0.0013033603000521862
matched,overlap_99.2pct,99.2,Saint Albans Town,Lakeshore,Franklin,0.00035239333065989475
matched,overlap_99.4pct,99.44,Saint Albans Town,St. Albans Bay Overlay,Franklin,1.5413664197903508e-05
matched,overlap_100.0pct,100.0,Saint Albans Town,Correctional Facility Overlay,Franklin,1.418684944051812e-05
matched,overlap_100.0pct,100.0,Swanton,Southern Growth District,Franklin,0.00021622432666121196
matched,overlap_99.6pct,99.63,Saint Albans Town,Growth Center,Franklin,0.0006053754944230002
matched,overlap_99.7pct,99.67,Saint Albans City,Medical Institution,Franklin,5.394271005650945e-06
matched,overlap_99.9pct,99.94,Saint Albans City,Business-Neighborhood Transition,Franklin,1.0132209036992966e-06
matched,overlap_98.8pct,98.8,Saint Albans City,Flood Hazard Overlay,Franklin,8.801925012823914e-07
matched,overlap_99.6pct,99.58,Saint Albans City,Residential 9500,Franklin,0.00025292595371525687
matched,overlap_99.7pct,99.69,Saint Albans City,Residential-Professional,Franklin,1.1589823001202987e-05
matched,overlap_100.0pct,99.98,Saint Albans City,Multi-Dwelling Overlay,Franklin,2.2105444987077647e-06
matched,overlap_99.6pct,99.64,Saint Albans Town,Commercial,Franklin,0.0004620449261333337
matched,overlap_99.8pct,99.77,Saint Albans City,Central Business,Franklin,3.6411501284281894e-05
matched,overlap_99.3pct,99.31,Saint Albans City,Service-Industrial,Franklin,8.233419974479204e-05
matched,overlap_99.6pct,99.6,Saint Albans City,Residential 7500,Franklin,3.793960608654312e-05
matched,overlap_99.5pct,99.5,Saint Albans City,Traditional Business,Franklin,3.5874605079119576e-05
matched,overlap_98.8pct,98.81,Saint Albans Town,Industrial,Franklin,0.0002585825459821854
matched,overlap_99.9pct,99.91,Saint Albans Town,Residential,Franklin,0.0005453366898852908
matched,overlap_99.6pct,99.63,Saint Albans Town,Mixed Residential/Commercial,Franklin,0.00029639419291412126
matched,overlap_97.3pct,97.29,Saint Albans Town,Rural,Franklin,0.006636891464618831
matched,overlap_99.0pct,98.99,Saint Albans Town,Conservation,Franklin,0.0017591943781851596
matched,overlap_99.8pct,99.79,Georgia,Business,Franklin,0.000278540930098127
matched,overlap_99.4pct,99.44,Georgia,Agricultural/Rural Residential,Franklin,0.006647868062896369
matched,overlap_99.6pct,99.6,Georgia,Residential Medium Density,Franklin,0.0007879486462258865
matched,overlap_99.3pct,99.26,Georgia,Lakeshore,Franklin,0.00018986631346773833
matched,overlap_99.7pct,99.71,Georgia,Lakeshore Residential/Recreational,Franklin,0.0005539355328534842
matched,overlap_100.0pct,100.0,North Hero,Conservation,Grand Isle,0.0007164534796084692
matched,overlap_100.0pct,100.0,North Hero,Flood Hazard Overlay,Grand Isle,0.0010546371603520359
matched,overlap_100.0pct,100.0,North Hero,Rural Lands,Grand Isle,0.00204219818137669
matched,overlap_100.0pct,100.0,North Hero,Shorelands,Grand Isle,0.000797373228599722
matched,overlap_100.0pct,100.0,North Hero,Village,Grand Isle,2.2384168428355167e-05
matched,overlap_100.0pct,100.0,North Hero,Off Island,Grand Isle,0.00038414285393506846
matched,overlap_100.0pct,100.0,Swanton,Shoreland Recreation,Franklin,0.0006668137436168699
matched,overlap_100.0pct,100.0,South Hero,Rural Residential,Grand Isle,0.0033417425333403254
matched,overlap_100.0pct,100.0,South Hero,Village,Grand Isle,0.000278124379126277
matched,overlap_100.0pct,100.0,Grand Isle,Flood Hazard Overlay,Grand Isle,0.0002477340794654263
matched,overlap_100.0pct,100.0,Grand Isle,Commercial Recreation Shoreline,Grand Isle,4.646502879627057e-05
matched,overlap_100.0pct,100.0,Grand Isle,Rural Residential/Agricultural,Grand Isle,0.003856155673845283
matched,overlap_100.0pct,100.0,Grand Isle,Small Off-Shore Islands,Grand Isle,0.00010034900827955538
matched,overlap_100.0pct,100.0,Grand Isle,Village,Grand Isle,7.708743114385008e-05
matched,overlap_100.0pct,100.0,Grand Isle,Residential Shoreline,Grand Isle,0.0004245618967596675
matched,overlap_100.0pct,100.0,Grand Isle,Commercial/Light Industrial,Grand Isle,2.662277985281975e-05
matched,overlap_100.0pct,100.0,South Hero,Flood Hazard Overlay,Grand Isle,0.000175989249098222
matched,overlap_100.0pct,100.0,South Hero,Conservation,Grand Isle,0.00037700037338234994
matched,overlap_100.0pct,100.0,South Hero,Shoreland,Grand Isle,0.0007626251835618049
matched,overlap_99.6pct,99.65,Colchester,General Development 1,Chittenden,0.0003874824648792048
matched,overlap_99.7pct,99.67,Colchester,Residential One,Chittenden,0.0018876522562757505
matched,overlap_99.4pct,99.45,Colchester,Residential Two,Chittenden,0.0006180886202221379
matched,overlap_96.5pct,96.53,Colchester,Floodplain,Chittenden,0.0011823840772662287
matched,overlap_99.6pct,99.64,Colchester,Lakeshore Four,Chittenden,4.522702226395005e-05
matched,overlap_95.7pct,95.69,Colchester,Lakeshore Three,Chittenden,3.978950662932528e-06
matched,overlap_99.8pct,99.75,Colchester,Agricultural Mixed Use,Chittenden,5.463248522446041e-05
matched,overlap_99.4pct,99.43,Colchester,Mobile Home Park,Chittenden,0.00010419290014771847
matched,overlap_99.5pct,99.54,Colchester,Residential Three,Chittenden,0.0006087510917420968
matched,overlap_97.7pct,97.73,Colchester,Lakeshore One,Chittenden,6.655565802811316e-06
matched,overlap_99.2pct,99.22,Colchester,Lakeshore Two,Chittenden,8.303905014816274e-05
matched,overlap_100.0pct,100.0,Burlington,Rco - Conservation,Chittenden,9.295081333303101e-05
matched,overlap_100.0pct,100.0,Burlington,Neighborhood Activity Center - Cambrian Rise,Chittenden,8.259048954886684e-06
matched,overlap_100.0pct,100.0,Burlington,Rco - Recreation/Greenspace,Chittenden,0.00022274337665308347
matched,overlap_100.0pct,100.0,Burlington,Residential - Low Density,Chittenden,0.0006808539646376722
matched,overlap_100.0pct,100.0,Burlington,Urban Reserve,Chittenden,7.298525376995834e-07
matched,overlap_100.0pct,100.0,Burlington,Rco - Agriculture,Chittenden,0.0002067298735796639
matched,overlap_100.0pct,100.0,Winooski,Residential C,Chittenden,5.261803176590621e-05
matched,overlap_100.0pct,100.0,Winooski,Central Business District,Chittenden,1.409696742831206e-05
matched,overlap_100.0pct,100.0,Burlington,Neighborhood Activity Center - Riverside,Chittenden,2.3665325011007383e-05
matched,overlap_100.0pct,100.0,Burlington,Enterprise - Agricultural Processing And Energy,Chittenden,2.4840894217510287e-05
matched,overlap_100.0pct,100.0,Burlington,Downtown Core,Chittenden,2.4728769552463716e-05
matched,overlap_100.0pct,100.0,Burlington,Residential - High Density,Chittenden,3.9416911941775035e-05
matched,overlap_100.0pct,100.0,Burlington,Enterprise - Light Manufacturing,Chittenden,0.00011171535741335283
matched,overlap_100.0pct,100.0,Burlington,Neighborhood Mixed Use,Chittenden,2.188728483761119e-05
matched,overlap_100.0pct,100.0,Burlington,Institutional,Chittenden,0.0002071095545732147
missing,no_key_match,,South Burlington,Park And Recreation District,Chittenden,0.0002651165427604453
missing,no_key_match,,South Burlington,Municipal District,Chittenden,7.169989311152535e-05
missing,no_key_match,,South Burlington,Institutional And Agricultural District,Chittenden,0.00022709563554706123
missing,no_key_match,,South Burlington,Habitat Connector Overlay District,Chittenden,1.843188949515816e-05
missing,no_key_match,,South Burlington,Commercial 2 District,Chittenden,0.00010513713408289723
missing,no_key_match,,South Burlington,Swift Street District,Chittenden,1.4686100090612496e-05
matched,overlap_100.0pct,100.0,Burlington,Waterfront Residential - Medium Density,Chittenden,4.86586277351713e-06
matched,overlap_100.0pct,100.0,Burlington,Downtown Center,Chittenden,2.857076794360802e-05
matched,overlap_100.0pct,100.0,Burlington,Residential - Medium Density,Chittenden,0.00011507240630300024
matched,overlap_100.0pct,100.0,Burlington,Downtown Waterfront - Public Trust,Chittenden,9.188502230044483e-06
matched,overlap_100.0pct,100.0,Burlington,Neighborhood Activity Center,Chittenden,2.3755151827170318e-05
matched,overlap_100.0pct,100.0,Burlington,Waterfront Residential - Low Density,Chittenden,0.0001948918427224779
matched,overlap_98.7pct,98.75,Ferrisburgh,Shoreland District,Addison,0.00043200894243231757
matched,overlap_98.5pct,98.5,Charlotte,Shoreland Seasonal Home Management,Chittenden,2.5222141999558437e-05
matched,overlap_99.6pct,99.55,Ferrisburgh,Rural Residential District,Addison,0.0003893204172396135
matched,overlap_100.0pct,100.0,Vergennes,Low Density Residential District,Addison,0.00023871520343572212
matched,overlap_100.0pct,100.0,Vergennes,Medium Density Residential District,Addison,0.00013857605724914982
matched,overlap_100.0pct,100.0,Vergennes,Solar Energy Overlay District,Addison,0.0003333748739424698
matched,overlap_100.0pct,100.0,Vergennes,Otter Creek Basin District,Addison,5.520192770806008e-06
matched,overlap_100.0pct,100.0,Vergennes,Industrial District,Addison,5.507998976310198e-05
matched,overlap_100.0pct,100.0,Vergennes,Archaeological Overlay District,Addison,9.532801983531194e-06
matched,overlap_100.0pct,100.0,Vergennes,Central Business District,Addison,4.522083253863533e-06
matched,overlap_100.0pct,100.0,Vergennes,Historic Neighborhood District,Addison,4.209420491867368e-05
matched,overlap_100.0pct,100.0,Vergennes,Public District,Addison,8.243213867725811e-05
matched,overlap_100.0pct,100.0,Vergennes,High Density Residential District,Addison,5.685984253687538e-05
matched,overlap_100.0pct,100.0,Vergennes,Residential/Limited Business District,Addison,1.0629945710380911e-05
matched,overlap_98.9pct,98.94,Ferrisburgh,Ferrisburgh Town Center District,Addison,5.224399017334884e-05
matched,overlap_96.3pct,96.29,Ferrisburgh,Conservation District,Addison,0.0022576195670323076
matched,overlap_99.7pct,99.74,Ferrisburgh,Rural Agricultural District,Addison,0.009445826471675795
matched,overlap_99.9pct,99.87,Ferrisburgh,Industrial District,Addison,8.572706418465869e-05
matched,overlap_99.8pct,99.75,Ferrisburgh,Highway Mixed-Use District,Addison,0.00015245262772079773
matched,overlap_100.0pct,100.0,Vergennes,Northern Gateway District,Addison,1.8089931365493134e-05
matched,overlap_100.0pct,100.0,Vergennes,Commercial District,Addison,8.845978173972e-06
matched,overlap_99.5pct,99.49,Ferrisburgh,North Ferrisburgh Village District,Addison,6.034282393083347e-05
matched,overlap_99.7pct,99.73,Charlotte,East Charlotte Village,Chittenden,8.987269975109283e-05
matched,overlap_99.2pct,99.18,Shelburne,Shelburne Falls Mixed Use,Chittenden,1.821553634156318e-05
matched,overlap_99.2pct,99.22,Shelburne,Commerce & Industry - South,Chittenden,3.8591611076131614e-05
matched,overlap_99.8pct,99.77,Shelburne,Museum,Chittenden,4.07047432023404e-05
matched,overlap_99.4pct,99.41,Charlotte,Route 7 Scenic Overlay,Chittenden,0.0001942371538570198
matched,overlap_99.1pct,99.05,Charlotte,Village Commercial,Chittenden,5.1062524982347647e-05
matched,overlap_99.2pct,99.2,Charlotte,Rural,Chittenden,0.009777166625967844
matched,overlap_97.7pct,97.66,Charlotte,Flood Hazard Area Overlay,Chittenden,0.0001242788200313725
matched,overlap_98.3pct,98.26,Charlotte,Conservation,Chittenden,0.0007048308232822601
matched,overlap_99.5pct,99.51,Charlotte,West Charlotte Village,Chittenden,9.266956495776162e-05
matched,overlap_99.7pct,99.69,Charlotte,Commercial/Light Residential,Chittenden,5.1076877925741745e-05
matched,overlap_99.7pct,99.72,Charlotte,Shoreland,Chittenden,0.0004316156319441481
matched,overlap_99.4pct,99.43,Shelburne,Lakeshore Overlay,Chittenden,0.0003048363058268308
matched,overlap_99.3pct,99.3,Shelburne,Neighborhood Overlay,Chittenden,1.0877067182642705e-05
missing,no_key_match,,South Burlington,Queen City Park District,Chittenden,2.1276914675073032e-05
missing,no_key_match,,South Burlington,Residential 1 - Lakeshore District,Chittenden,5.87918237202278e-05
missing,no_key_match,,South Burlington,Lakeshore Neighborhood District,Chittenden,1.3355563285078422e-05
matched,overlap_99.7pct,99.66,Shelburne,Village Residential,Chittenden,4.872717787554045e-05
matched,overlap_99.7pct,99.65,Shelburne,Village Design Review Overlay,Chittenden,8.536172982859626e-05
matched,overlap_99.7pct,99.67,Shelburne,Village Center Mixed Use,Chittenden,4.1529408588065185e-05
matched,overlap_99.5pct,99.52,Shelburne,Village Core Overlay,Chittenden,2.2172591306028176e-05
matched,overlap_99.6pct,99.64,Shelburne,Stormwater Overlay,Chittenden,0.002203637611610229
low_overlap,overlap_0.0pct,0.0,Shelburne,Residential,Chittenden,0.0011708453602309924
matched,overlap_99.6pct,99.61,Shelburne,Commerce & Industry,Chittenden,3.43868357534928e-05
matched,overlap_99.7pct,99.73,Shelburne,Shelburne Road Form-Based Overlay,Chittenden,0.00020431824333014327
matched,overlap_99.6pct,99.59,Shelburne,Mixed Use District,Chittenden,0.0002272066729743864
matched,overlap_99.3pct,99.32,Shelburne,Rural,Chittenden,0.0032753707106572333
matched,overlap_98.8pct,98.78,Shelburne,Floodplain & Watercourse Overlay,Chittenden,0.0004073953608176953
matched,overlap_97.2pct,97.21,Shelburne,Conservation,Chittenden,0.0005150792691320735
missing,no_key_match,,South Burlington,Allen Road District,Chittenden,2.404953347205401e-05
missing,no_key_match,,South Burlington,Commercial 1 with Automobile Sales District,Chittenden,1.814424405184892e-05
missing,no_key_match,,South Burlington,Residential 1 District,Chittenden,5.493221014059807e-05
missing,no_key_match,,South Burlington,Residential 2 District,Chittenden,0.00016158358139982553
missing,no_key_match,,South Burlington,Urban Design Overlay District,Chittenden,5.3932294497635775e-05
missing,no_key_match,,South Burlington,Southeast Quadrant - Neighborhood Residential North District,Chittenden,3.1084927889783392e-06
missing,no_key_match,,South Burlington,Southeast Quadrant - Neighborhood Residential Transition District,Chittenden,4.5423960552139634e-05
missing,no_key_match,,South Burlington,Southeast Quadrant - Village Residential District,Chittenden,0.00010244175483298177
missing,no_key_match,,South Burlington,Southeast Quadrant - Natural Resource Protection District,Chittenden,0.0009394608924678865
missing,no_key_match,,South Burlington,Southeast Quadrant - Village Commercial District,Chittenden,9.40316103643386e-06
missing,no_key_match,,South Burlington,Southeast Quadrant - Neighborhood Residential District,Chittenden,0.0005260299902468609
missing,no_key_match,,South Burlington,Scenic View Protection Overlay District,Chittenden,0.0005694025981773841
missing,no_key_match,,South Burlington,Industrial And Open Space District,Chittenden,0.00020238327596622024
missing,no_key_match,,Saint George,Village Neighborhood District,Chittenden,6.74688952201357e-05
missing,no_key_match,,Saint George,Village Center District,Chittenden,2.082197604949103e-05
